Age,Age_Band,Gender,Primary_Device,Urban_or_Rural,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Health_Risk_Flag
17,Young Adults,Female,Laptop,Urban,4.36,True,1
15,Teens,Male,Smartphone,Urban,4.4,True,1
12,Pre-teens,Female,Tablet,Urban,3.72,True,1
18,Young Adults,Male,Smartphone,Urban,3.81,True,1
14,Teens,Female,Tv,Urban,4.99,True,1
9,Pre-teens,Male,Smartphone,Urban,7.62,True,1
15,Teens,Female,Smartphone,Rural,4.73,True,1
18,Young Adults,Male,Tv,Rural,4.32,True,1
13,Teens,Female,Tv,Urban,3.47,True,1
15,Teens,Male,Tv,Urban,3.98,True,1
8,Kids,Female,Smartphone,Urban,0.8,False,1
8,Kids,Male,Smartphone,Urban,8.99,True,1
14,Teens,Male,Smartphone,Rural,2.76,False,1
15,Teens,Female,Smartphone,Rural,4.69,True,1
10,Pre-teens,Female,Tv,Urban,1.44,False,1
12,Pre-teens,Male,Tv,Urban,3.65,True,1
8,Kids,Female,Tablet,Urban,3.71,True,1
14,Teens,Male,Laptop,Urban,6.34,True,1
12,Pre-teens,Female,Tv,Rural,2.87,False,1
15,Teens,Male,Smartphone,Urban,4.16,True,1
15,Teens,Male,Smartphone,Rural,5.17,True,1
16,Teens,Female,Tv,Urban,5.11,True,1
14,Teens,Male,Smartphone,Urban,5.07,True,1
18,Young Adults,Male,Smartphone,Urban,5.22,True,1
8,Kids,Male,Tablet,Rural,0.04,False,1
10,Pre-teens,Female,Smartphone,Urban,0.42,False,1
15,Teens,Female,Smartphone,Urban,3.7,True,1
10,Pre-teens,Male,Smartphone,Rural,4.37,True,1
15,Teens,Female,Smartphone,Urban,5.79,True,1
8,Kids,Male,Tablet,Rural,6.33,True,1
12,Pre-teens,Female,Tv,Urban,3.27,True,1
11,Pre-teens,Female,Smartphone,Urban,4.95,True,1
12,Pre-teens,Female,Laptop,Urban,3.24,True,1
15,Teens,Female,Smartphone,Rural,4.19,True,1
17,Young Adults,Female,Smartphone,Urban,3.29,True,1
11,Pre-teens,Female,Tv,Rural,4.38,True,1
18,Young Adults,Female,Tv,Urban,4.45,True,1
11,Pre-teens,Female,Laptop,Rural,3.99,True,1
10,Pre-teens,Male,Tv,Urban,3.06,True,1
14,Teens,Female,Tablet,Urban,6.32,True,1
10,Pre-teens,Female,Smartphone,Urban,1.38,False,1
10,Pre-teens,Female,Tv,Urban,8.26,True,1
18,Young Adults,Male,Laptop,Urban,3.25,True,1
17,Young Adults,Female,Smartphone,Urban,4.75,True,1
12,Pre-teens,Female,Tv,Urban,5.49,True,1
12,Pre-teens,Male,Laptop,Urban,4.26,True,1
13,Teens,Male,Tv,Urban,7.41,True,1
15,Teens,Female,Smartphone,Rural,3.67,True,1
17,Young Adults,Male,Smartphone,Rural,4.51,True,1
13,Teens,Male,Smartphone,Rural,4.38,True,1
8,Kids,Male,Smartphone,Rural,3.25,True,1
15,Teens,Female,Smartphone,Urban,4.1,True,1
15,Teens,Female,Smartphone,Urban,5.91,True,1
16,Teens,Female,Smartphone,Urban,5.79,True,1
16,Teens,Male,Smartphone,Urban,5.96,True,1
9,Pre-teens,Female,Smartphone,Rural,0.0,False,1
9,Pre-teens,Female,Smartphone,Rural,7.73,True,1
10,Pre-teens,Female,Smartphone,Rural,4.17,True,1
8,Kids,Male,Smartphone,Urban,8.12,True,1
11,Pre-teens,Female,Tablet,Rural,2.4,False,1
11,Pre-teens,Female,Laptop,Urban,4.88,True,1
16,Teens,Female,Smartphone,Rural,6.64,True,1
16,Teens,Male,Tv,Urban,3.82,True,1
16,Teens,Male,Smartphone,Urban,5.05,True,1
17,Young Adults,Male,Laptop,Urban,5.69,True,1
14,Teens,Female,Tablet,Urban,3.34,True,1
9,Pre-teens,Male,Smartphone,Urban,0.0,False,1
17,Young Adults,Male,Laptop,Rural,4.23,True,1
12,Pre-teens,Male,Tv,Urban,3.21,True,1
11,Pre-teens,Male,Tv,Rural,3.2,True,1
18,Young Adults,Male,Smartphone,Urban,3.96,True,1
15,Teens,Male,Tv,Urban,5.98,True,1
9,Pre-teens,Female,Tv,Urban,2.64,True,1
13,Teens,Female,Laptop,Rural,5.65,True,1
12,Pre-teens,Female,Laptop,Urban,3.22,True,1
9,Pre-teens,Male,Smartphone,Urban,0.28,False,1
18,Young Adults,Male,Laptop,Urban,5.82,True,1
17,Young Adults,Male,Tablet,Urban,4.57,True,1
8,Kids,Female,Tv,Urban,1.65,False,1
15,Teens,Male,Laptop,Urban,4.74,True,1
9,Pre-teens,Male,Tv,Urban,5.78,True,1
14,Teens,Male,Smartphone,Urban,3.26,True,1
16,Teens,Male,Tv,Rural,4.09,True,1
16,Teens,Male,Smartphone,Urban,5.8,True,1
15,Teens,Female,Smartphone,Urban,4.07,True,1
18,Young Adults,Male,Smartphone,Urban,3.41,True,1
17,Young Adults,Female,Smartphone,Urban,2.64,False,1
16,Teens,Male,Smartphone,Urban,5.49,True,1
9,Pre-teens,Male,Tv,Rural,0.0,False,1
13,Teens,Male,Tv,Urban,4.87,True,1
11,Pre-teens,Female,Tv,Urban,2.11,False,1
11,Pre-teens,Male,Laptop,Urban,5.61,True,1
12,Pre-teens,Female,Smartphone,Rural,3.97,True,1
10,Pre-teens,Female,Tv,Urban,5.16,True,1
8,Kids,Female,Smartphone,Urban,6.72,True,1
15,Teens,Male,Tablet,Urban,5.74,True,1
12,Pre-teens,Female,Smartphone,Urban,4.02,True,1
10,Pre-teens,Male,Smartphone,Urban,7.53,True,1
17,Young Adults,Female,Tv,Urban,4.93,True,1
14,Teens,Male,Smartphone,Rural,4.75,True,1
14,Teens,Male,Smartphone,Urban,1.55,False,1
8,Kids,Female,Smartphone,Urban,3.28,True,1
16,Teens,Female,Smartphone,Urban,3.48,True,1
9,Pre-teens,Female,Smartphone,Rural,0.36,False,1
12,Pre-teens,Female,Smartphone,Urban,2.67,False,1
12,Pre-teens,Male,Tv,Rural,5.4,True,1
15,Teens,Female,Smartphone,Urban,2.14,False,1
15,Teens,Female,Laptop,Rural,5.17,True,1
14,Teens,Female,Smartphone,Urban,2.92,False,1
14,Teens,Female,Tablet,Urban,3.3,True,1
18,Young Adults,Female,Smartphone,Rural,5.35,True,1
13,Teens,Male,Tv,Urban,3.82,True,1
13,Teens,Female,Tv,Urban,3.39,True,1
18,Young Adults,Male,Laptop,Urban,5.12,True,1
16,Teens,Male,Laptop,Urban,2.51,False,1
13,Teens,Female,Smartphone,Urban,3.77,True,1
9,Pre-teens,Male,Tv,Urban,4.39,True,1
9,Pre-teens,Female,Tv,Urban,4.35,True,1
12,Pre-teens,Male,Tv,Rural,4.72,True,1
11,Pre-teens,Female,Smartphone,Urban,4.3,True,1
18,Young Adults,Male,Laptop,Urban,3.82,True,1
9,Pre-teens,Female,Tablet,Urban,6.33,True,1
10,Pre-teens,Male,Tv,Urban,7.55,True,1
14,Teens,Female,Laptop,Urban,5.92,True,1
15,Teens,Female,Smartphone,Urban,3.39,True,1
13,Teens,Female,Tv,Urban,5.2,True,1
18,Young Adults,Male,Laptop,Rural,3.39,True,1
12,Pre-teens,Female,Smartphone,Urban,5.56,True,1
8,Kids,Female,Tv,Rural,2.1,True,1
15,Teens,Male,Smartphone,Urban,5.13,True,1
10,Pre-teens,Male,Tablet,Urban,0.0,False,1
13,Teens,Male,Smartphone,Urban,3.35,True,1
10,Pre-teens,Female,Tv,Rural,3.99,True,1
14,Teens,Female,Smartphone,Urban,2.82,False,1
14,Teens,Male,Tablet,Rural,3.19,True,1
16,Teens,Male,Smartphone,Urban,4.81,True,1
12,Pre-teens,Female,Laptop,Urban,3.65,True,1
15,Teens,Male,Laptop,Urban,4.98,True,1
17,Young Adults,Female,Tablet,Urban,5.68,True,1
17,Young Adults,Male,Laptop,Urban,4.11,True,1
15,Teens,Male,Smartphone,Rural,5.99,True,1
8,Kids,Male,Smartphone,Urban,3.22,True,1
12,Pre-teens,Female,Smartphone,Urban,4.1,True,1
10,Pre-teens,Female,Smartphone,Rural,5.11,True,1
8,Kids,Male,Smartphone,Rural,1.63,False,1
11,Pre-teens,Female,Laptop,Urban,4.96,True,1
15,Teens,Female,Smartphone,Urban,4.02,True,1
10,Pre-teens,Female,Smartphone,Urban,0.24,False,1
17,Young Adults,Male,Smartphone,Urban,4.56,True,1
9,Pre-teens,Male,Tv,Urban,6.62,True,1
18,Young Adults,Male,Tv,Urban,5.5,True,1
16,Teens,Female,Tablet,Rural,5.11,True,1
17,Young Adults,Female,Tv,Urban,2.27,False,1
12,Pre-teens,Female,Laptop,Rural,5.25,True,1
14,Teens,Female,Smartphone,Rural,3.31,True,1
18,Young Adults,Male,Smartphone,Rural,4.58,True,1
18,Young Adults,Male,Tablet,Urban,4.37,True,1
9,Pre-teens,Female,Smartphone,Urban,1.77,False,1
16,Teens,Female,Tv,Urban,5.7,True,1
16,Teens,Male,Tablet,Rural,6.59,True,1
11,Pre-teens,Female,Laptop,Urban,3.26,True,1
11,Pre-teens,Male,Tv,Urban,4.71,True,1
13,Teens,Female,Laptop,Urban,2.95,False,1
17,Young Adults,Female,Smartphone,Rural,4.86,True,1
17,Young Adults,Male,Smartphone,Urban,3.92,True,1
17,Young Adults,Female,Tablet,Rural,6.46,True,1
13,Teens,Female,Smartphone,Rural,4.14,True,1
8,Kids,Female,Smartphone,Rural,8.24,True,1
16,Teens,Male,Tablet,Urban,2.92,False,1
9,Pre-teens,Male,Tv,Urban,5.26,True,1
12,Pre-teens,Male,Laptop,Urban,3.59,True,1
16,Teens,Female,Laptop,Urban,7.55,True,1
11,Pre-teens,Female,Laptop,Urban,5.22,True,1
18,Young Adults,Male,Smartphone,Rural,5.27,True,1
10,Pre-teens,Male,Smartphone,Urban,1.98,False,1
14,Teens,Male,Smartphone,Urban,4.97,True,1
13,Teens,Male,Tv,Rural,2.78,False,1
15,Teens,Male,Tv,Urban,3.96,True,1
10,Pre-teens,Female,Tv,Urban,6.32,True,1
12,Pre-teens,Male,Tv,Urban,4.19,True,1
17,Young Adults,Male,Tv,Urban,4.75,True,1
11,Pre-teens,Female,Tablet,Urban,4.0,True,1
11,Pre-teens,Male,Tv,Urban,4.88,True,1
11,Pre-teens,Male,Smartphone,Urban,3.74,True,1
17,Young Adults,Male,Smartphone,Rural,5.54,True,1
15,Teens,Female,Tablet,Urban,5.55,True,1
13,Teens,Female,Tv,Urban,4.27,True,1
10,Pre-teens,Female,Tablet,Rural,8.83,True,1
17,Young Adults,Female,Smartphone,Rural,6.56,True,1
12,Pre-teens,Male,Smartphone,Urban,4.52,True,1
13,Teens,Male,Tablet,Rural,3.83,True,1
12,Pre-teens,Female,Smartphone,Urban,2.04,False,1
13,Teens,Male,Tv,Urban,7.06,True,1
15,Teens,Female,Tv,Urban,5.08,True,1
14,Teens,Male,Laptop,Urban,3.11,True,1
12,Pre-teens,Male,Smartphone,Urban,5.25,True,1
17,Young Adults,Female,Smartphone,Urban,3.62,True,1
13,Teens,Male,Smartphone,Urban,2.75,False,1
11,Pre-teens,Female,Smartphone,Urban,4.17,True,1
16,Teens,Female,Smartphone,Rural,4.98,True,1
11,Pre-teens,Female,Smartphone,Rural,6.57,True,1
8,Kids,Male,Smartphone,Urban,3.94,True,1
14,Teens,Female,Laptop,Urban,4.19,True,1
14,Teens,Female,Smartphone,Urban,4.15,True,1
11,Pre-teens,Female,Laptop,Urban,3.61,True,1
10,Pre-teens,Female,Tv,Urban,0.46,False,1
15,Teens,Male,Tv,Urban,6.5,True,1
12,Pre-teens,Male,Tablet,Urban,3.99,True,1
17,Young Adults,Female,Smartphone,Urban,4.04,True,1
14,Teens,Male,Tablet,Urban,2.87,False,1
11,Pre-teens,Female,Smartphone,Rural,3.25,True,1
11,Pre-teens,Male,Smartphone,Urban,3.77,True,1
15,Teens,Female,Laptop,Rural,3.17,True,1
15,Teens,Female,Tablet,Urban,2.38,False,1
9,Pre-teens,Male,Tv,Urban,1.79,False,1
9,Pre-teens,Female,Smartphone,Urban,0.74,False,1
10,Pre-teens,Male,Tv,Urban,6.41,True,1
10,Pre-teens,Male,Tv,Urban,6.23,True,1
8,Kids,Female,Smartphone,Urban,0.0,False,1
10,Pre-teens,Male,Tablet,Rural,7.27,True,1
13,Teens,Female,Tv,Urban,4.98,True,1
15,Teens,Female,Smartphone,Urban,2.55,False,1
17,Young Adults,Female,Smartphone,Urban,5.73,True,1
13,Teens,Male,Laptop,Urban,5.61,True,1
12,Pre-teens,Female,Smartphone,Urban,5.78,True,1
11,Pre-teens,Male,Tablet,Urban,2.69,False,1
10,Pre-teens,Female,Tv,Urban,9.98,True,1
11,Pre-teens,Female,Tablet,Rural,3.61,True,1
14,Teens,Male,Smartphone,Urban,4.9,True,1
8,Kids,Female,Smartphone,Urban,4.2,True,1
14,Teens,Female,Smartphone,Urban,2.27,False,1
8,Kids,Female,Smartphone,Urban,11.77,True,1
9,Pre-teens,Female,Tv,Urban,4.93,True,1
11,Pre-teens,Male,Tv,Urban,4.12,True,1
8,Kids,Male,Tv,Rural,2.99,True,1
18,Young Adults,Male,Smartphone,Rural,6.64,True,1
18,Young Adults,Female,Smartphone,Rural,2.9,False,1
18,Young Adults,Male,Tv,Urban,3.18,True,1
16,Teens,Female,Tv,Urban,7.44,True,1
13,Teens,Female,Tablet,Rural,5.61,True,1
8,Kids,Male,Smartphone,Urban,2.67,True,1
8,Kids,Female,Smartphone,Rural,4.62,True,1
13,Teens,Male,Smartphone,Urban,4.14,True,1
11,Pre-teens,Male,Smartphone,Urban,5.1,True,1
11,Pre-teens,Female,Tv,Urban,5.31,True,1
18,Young Adults,Male,Tablet,Rural,6.37,True,1
13,Teens,Male,Smartphone,Urban,5.55,True,1
18,Young Adults,Male,Smartphone,Urban,3.54,True,1
14,Teens,Female,Smartphone,Rural,4.68,True,1
16,Teens,Male,Smartphone,Urban,6.27,True,1
17,Young Adults,Female,Smartphone,Urban,4.5,True,1
12,Pre-teens,Male,Laptop,Rural,2.94,False,1
16,Teens,Female,Smartphone,Urban,4.72,True,1
11,Pre-teens,Male,Smartphone,Urban,4.27,True,1
17,Young Adults,Female,Smartphone,Urban,3.28,True,1
9,Pre-teens,Female,Smartphone,Urban,2.56,True,1
10,Pre-teens,Male,Tv,Urban,5.13,True,1
18,Young Adults,Female,Tablet,Urban,2.34,False,1
8,Kids,Male,Tv,Rural,5.28,True,1
13,Teens,Female,Smartphone,Urban,3.75,True,1
13,Teens,Male,Smartphone,Urban,5.81,True,1
8,Kids,Female,Smartphone,Urban,5.55,True,1
18,Young Adults,Female,Tv,Rural,5.05,True,1
10,Pre-teens,Female,Tv,Rural,0.0,False,1
12,Pre-teens,Female,Tv,Urban,3.22,True,1
10,Pre-teens,Female,Tv,Urban,5.16,True,1
17,Young Adults,Female,Smartphone,Urban,5.31,True,1
10,Pre-teens,Male,Smartphone,Urban,0.8,False,1
17,Young Adults,Female,Smartphone,Urban,4.0,True,1
10,Pre-teens,Male,Tablet,Urban,2.89,True,1
12,Pre-teens,Female,Tablet,Rural,6.9,True,1
12,Pre-teens,Male,Smartphone,Urban,2.01,False,1
11,Pre-teens,Female,Tv,Urban,3.05,True,1
8,Kids,Male,Smartphone,Urban,4.61,True,1
12,Pre-teens,Female,Tv,Urban,5.62,True,1
17,Young Adults,Male,Smartphone,Urban,5.18,True,1
12,Pre-teens,Male,Tv,Rural,4.1,True,1
11,Pre-teens,Male,Tablet,Urban,7.15,True,1
13,Teens,Female,Smartphone,Urban,4.79,True,1
17,Young Adults,Male,Laptop,Urban,5.67,True,1
11,Pre-teens,Female,Smartphone,Urban,7.15,True,1
14,Teens,Female,Smartphone,Urban,3.01,True,1
14,Teens,Male,Tv,Rural,4.59,True,1
9,Pre-teens,Female,Tv,Rural,1.62,False,1
10,Pre-teens,Male,Smartphone,Urban,2.63,True,1
8,Kids,Female,Tv,Urban,4.39,True,1
15,Teens,Female,Smartphone,Urban,4.56,True,1
16,Teens,Male,Smartphone,Urban,4.14,True,1
11,Pre-teens,Male,Laptop,Urban,4.43,True,1
13,Teens,Male,Smartphone,Urban,6.84,True,1
16,Teens,Female,Smartphone,Rural,4.84,True,1
13,Teens,Female,Laptop,Urban,3.14,True,1
16,Teens,Male,Tablet,Urban,3.56,True,1
11,Pre-teens,Female,Laptop,Urban,5.54,True,1
15,Teens,Male,Laptop,Urban,1.59,False,1
16,Teens,Female,Laptop,Rural,5.73,True,1
11,Pre-teens,Male,Tv,Urban,3.12,True,1
12,Pre-teens,Male,Laptop,Urban,5.92,True,1
15,Teens,Female,Tablet,Urban,4.76,True,1
17,Young Adults,Male,Smartphone,Rural,5.15,True,1
13,Teens,Male,Laptop,Rural,4.15,True,1
14,Teens,Female,Laptop,Urban,4.75,True,1
10,Pre-teens,Male,Tv,Urban,6.81,True,1
14,Teens,Male,Smartphone,Urban,5.5,True,1
15,Teens,Female,Tv,Rural,5.08,True,1
17,Young Adults,Male,Smartphone,Rural,3.92,True,1
13,Teens,Male,Smartphone,Urban,5.15,True,1
17,Young Adults,Male,Smartphone,Rural,4.04,True,1
16,Teens,Female,Smartphone,Urban,4.53,True,1
13,Teens,Female,Tv,Urban,3.85,True,1
16,Teens,Male,Smartphone,Urban,1.92,False,1
11,Pre-teens,Male,Tv,Rural,4.41,True,1
15,Teens,Female,Smartphone,Urban,3.25,True,1
18,Young Adults,Female,Smartphone,Urban,3.89,True,1
11,Pre-teens,Female,Smartphone,Urban,3.2,True,1
9,Pre-teens,Male,Smartphone,Urban,2.97,True,1
17,Young Adults,Male,Tv,Urban,4.34,True,1
18,Young Adults,Male,Tv,Urban,5.13,True,1
16,Teens,Female,Smartphone,Rural,4.62,True,1
12,Pre-teens,Female,Tablet,Urban,2.84,False,1
11,Pre-teens,Male,Smartphone,Urban,6.24,True,1
9,Pre-teens,Male,Smartphone,Urban,2.03,True,1
8,Kids,Male,Tv,Urban,6.44,True,1
18,Young Adults,Female,Smartphone,Urban,2.77,False,1
14,Teens,Female,Smartphone,Urban,5.37,True,1
13,Teens,Male,Smartphone,Urban,4.56,True,1
9,Pre-teens,Female,Smartphone,Rural,3.38,True,1
15,Teens,Male,Smartphone,Urban,5.52,True,1
18,Young Adults,Male,Smartphone,Rural,6.84,True,1
11,Pre-teens,Female,Tv,Urban,4.57,True,1
15,Teens,Female,Smartphone,Rural,5.74,True,1
14,Teens,Female,Tv,Rural,5.75,True,1
12,Pre-teens,Female,Smartphone,Urban,6.5,True,1
17,Young Adults,Female,Smartphone,Urban,4.39,True,1
17,Young Adults,Female,Laptop,Rural,3.83,True,1
15,Teens,Male,Smartphone,Urban,4.59,True,1
16,Teens,Male,Tv,Rural,5.31,True,1
12,Pre-teens,Female,Tablet,Urban,4.52,True,1
17,Young Adults,Female,Tv,Urban,3.6,True,1
12,Pre-teens,Female,Tablet,Urban,5.96,True,1
9,Pre-teens,Female,Tv,Rural,0.24,False,1
12,Pre-teens,Male,Tv,Rural,3.55,True,1
10,Pre-teens,Male,Smartphone,Urban,4.69,True,1
14,Teens,Male,Tv,Urban,5.52,True,1
17,Young Adults,Female,Smartphone,Urban,3.12,True,1
12,Pre-teens,Female,Laptop,Urban,6.11,True,1
15,Teens,Female,Smartphone,Urban,4.47,True,1
8,Kids,Male,Tv,Urban,5.37,True,1
10,Pre-teens,Female,Tv,Urban,8.3,True,1
10,Pre-teens,Female,Smartphone,Rural,8.08,True,1
16,Teens,Male,Smartphone,Urban,5.04,True,1
12,Pre-teens,Male,Tv,Rural,2.9,False,1
16,Teens,Female,Laptop,Urban,3.27,True,1
16,Teens,Female,Smartphone,Urban,3.39,True,1
8,Kids,Male,Smartphone,Urban,0.08,False,1
9,Pre-teens,Female,Tv,Urban,6.13,True,1
12,Pre-teens,Male,Smartphone,Rural,5.15,True,1
11,Pre-teens,Female,Tablet,Urban,6.99,True,1
17,Young Adults,Male,Smartphone,Urban,4.06,True,1
16,Teens,Female,Laptop,Urban,3.88,True,1
14,Teens,Male,Smartphone,Urban,5.75,True,1
13,Teens,Female,Tv,Urban,6.05,True,1
14,Teens,Male,Tv,Rural,5.39,True,1
8,Kids,Female,Tablet,Rural,0.26,False,1
8,Kids,Female,Smartphone,Urban,0.0,False,1
15,Teens,Male,Smartphone,Urban,5.12,True,1
9,Pre-teens,Male,Smartphone,Urban,3.88,True,1
17,Young Adults,Male,Smartphone,Urban,3.31,True,1
18,Young Adults,Female,Smartphone,Urban,6.79,True,1
16,Teens,Female,Laptop,Urban,4.24,True,1
14,Teens,Female,Tv,Urban,5.29,True,1
13,Teens,Female,Tablet,Rural,4.64,True,1
8,Kids,Male,Tv,Urban,3.24,True,1
8,Kids,Male,Smartphone,Rural,6.99,True,1
9,Pre-teens,Male,Tablet,Urban,2.87,True,1
13,Teens,Male,Tv,Rural,4.84,True,1
13,Teens,Male,Smartphone,Urban,3.27,True,1
9,Pre-teens,Female,Tv,Urban,7.0,True,1
8,Kids,Male,Tablet,Urban,7.6,True,1
17,Young Adults,Male,Smartphone,Urban,6.19,True,1
12,Pre-teens,Male,Laptop,Urban,5.05,True,1
12,Pre-teens,Female,Tv,Urban,4.46,True,1
9,Pre-teens,Male,Tv,Urban,0.0,False,1
13,Teens,Male,Laptop,Urban,5.73,True,1
16,Teens,Male,Smartphone,Rural,2.68,False,1
9,Pre-teens,Male,Smartphone,Rural,7.16,True,1
17,Young Adults,Female,Laptop,Urban,5.52,True,1
9,Pre-teens,Male,Tv,Urban,1.07,False,1
10,Pre-teens,Male,Tv,Rural,5.37,True,1
14,Teens,Female,Smartphone,Urban,3.62,True,1
13,Teens,Male,Smartphone,Rural,6.5,True,1
15,Teens,Female,Smartphone,Urban,4.43,True,1
15,Teens,Male,Laptop,Rural,2.0,False,1
13,Teens,Male,Smartphone,Urban,3.48,True,1
18,Young Adults,Female,Laptop,Urban,6.33,True,1
17,Young Adults,Male,Smartphone,Urban,3.73,True,1
10,Pre-teens,Female,Tablet,Urban,7.23,True,1
10,Pre-teens,Male,Tv,Rural,4.38,True,1
8,Kids,Female,Tablet,Urban,2.95,True,1
14,Teens,Female,Smartphone,Urban,3.0,False,1
12,Pre-teens,Female,Laptop,Urban,3.61,True,1
11,Pre-teens,Female,Laptop,Rural,2.09,False,1
17,Young Adults,Male,Smartphone,Urban,4.88,True,1
11,Pre-teens,Female,Laptop,Rural,5.45,True,1
11,Pre-teens,Female,Smartphone,Urban,4.27,True,1
13,Teens,Female,Laptop,Urban,5.83,True,1
15,Teens,Male,Laptop,Rural,3.86,True,1
15,Teens,Female,Laptop,Urban,4.05,True,1
12,Pre-teens,Male,Tv,Urban,2.81,False,1
13,Teens,Male,Smartphone,Urban,5.02,True,1
11,Pre-teens,Male,Tablet,Rural,5.28,True,1
18,Young Adults,Female,Smartphone,Urban,5.41,True,1
16,Teens,Male,Laptop,Rural,2.91,False,1
15,Teens,Male,Smartphone,Urban,5.87,True,1
17,Young Adults,Male,Smartphone,Urban,3.96,True,1
17,Young Adults,Male,Smartphone,Urban,4.64,True,1
8,Kids,Female,Tablet,Urban,3.68,True,1
9,Pre-teens,Male,Tv,Urban,4.93,True,1
16,Teens,Male,Smartphone,Rural,4.58,True,1
15,Teens,Female,Laptop,Urban,4.07,True,1
10,Pre-teens,Male,Tv,Rural,1.05,False,1
15,Teens,Female,Laptop,Urban,3.21,True,1
8,Kids,Male,Smartphone,Urban,3.83,True,1
17,Young Adults,Female,Smartphone,Urban,4.32,True,1
11,Pre-teens,Male,Tv,Urban,4.35,True,1
10,Pre-teens,Female,Smartphone,Rural,0.08,False,1
13,Teens,Female,Smartphone,Rural,3.09,True,1
14,Teens,Male,Smartphone,Rural,5.13,True,1
11,Pre-teens,Male,Smartphone,Rural,4.21,True,1
14,Teens,Female,Laptop,Urban,3.27,True,1
16,Teens,Female,Laptop,Urban,3.45,True,1
18,Young Adults,Male,Smartphone,Urban,4.86,True,1
9,Pre-teens,Male,Smartphone,Urban,4.72,True,1
18,Young Adults,Female,Smartphone,Rural,2.87,False,1
10,Pre-teens,Female,Smartphone,Urban,8.42,True,1
12,Pre-teens,Female,Laptop,Urban,5.17,True,1
10,Pre-teens,Male,Tv,Urban,4.66,True,1
18,Young Adults,Female,Smartphone,Rural,3.82,True,1
15,Teens,Male,Smartphone,Rural,4.53,True,1
17,Young Adults,Female,Tv,Urban,6.05,True,1
15,Teens,Female,Smartphone,Rural,4.69,True,1
15,Teens,Male,Smartphone,Urban,4.98,True,1
16,Teens,Female,Tablet,Urban,3.31,True,1
11,Pre-teens,Female,Smartphone,Rural,3.34,True,1
12,Pre-teens,Male,Tv,Rural,3.57,True,1
12,Pre-teens,Female,Laptop,Urban,3.83,True,1
15,Teens,Female,Laptop,Urban,2.28,False,1
14,Teens,Male,Laptop,Urban,4.45,True,1
16,Teens,Male,Tablet,Rural,4.76,True,1
15,Teens,Female,Smartphone,Rural,4.71,True,1
9,Pre-teens,Male,Smartphone,Urban,1.98,False,1
17,Young Adults,Female,Tablet,Urban,4.81,True,1
11,Pre-teens,Female,Laptop,Urban,5.38,True,1
13,Teens,Male,Tv,Urban,5.44,True,1
9,Pre-teens,Female,Tv,Urban,4.11,True,1
14,Teens,Female,Smartphone,Rural,5.33,True,1
10,Pre-teens,Female,Smartphone,Rural,1.2,False,1
10,Pre-teens,Female,Smartphone,Urban,4.02,True,1
18,Young Adults,Female,Smartphone,Rural,5.82,True,1
9,Pre-teens,Male,Tablet,Urban,4.42,True,1
18,Young Adults,Female,Tv,Urban,5.18,True,1
15,Teens,Male,Tv,Urban,3.69,True,1
13,Teens,Female,Smartphone,Rural,3.64,True,1
8,Kids,Male,Smartphone,Rural,7.05,True,1
8,Kids,Male,Tablet,Urban,4.96,True,1
14,Teens,Male,Smartphone,Urban,6.1,True,1
15,Teens,Female,Laptop,Urban,5.25,True,1
12,Pre-teens,Female,Laptop,Rural,5.38,True,1
18,Young Adults,Female,Smartphone,Urban,4.54,True,1
12,Pre-teens,Male,Tablet,Rural,6.25,True,1
11,Pre-teens,Male,Tablet,Urban,4.34,True,1
13,Teens,Female,Tv,Urban,4.06,True,1
13,Teens,Male,Laptop,Rural,6.38,True,1
10,Pre-teens,Male,Tv,Urban,7.78,True,1
16,Teens,Male,Smartphone,Urban,6.32,True,1
18,Young Adults,Male,Smartphone,Urban,2.87,False,1
14,Teens,Male,Smartphone,Urban,3.25,True,1
8,Kids,Female,Tablet,Rural,0.42,False,1
14,Teens,Male,Smartphone,Rural,5.2,True,1
12,Pre-teens,Female,Laptop,Urban,4.52,True,1
12,Pre-teens,Male,Smartphone,Urban,4.76,True,1
9,Pre-teens,Male,Smartphone,Urban,8.04,True,1
11,Pre-teens,Male,Smartphone,Urban,5.18,True,1
13,Teens,Female,Tv,Rural,6.46,True,1
17,Young Adults,Female,Smartphone,Urban,4.36,True,1
18,Young Adults,Male,Smartphone,Rural,3.83,True,1
14,Teens,Male,Tv,Urban,5.96,True,1
18,Young Adults,Male,Smartphone,Urban,4.92,True,1
12,Pre-teens,Female,Laptop,Urban,2.95,False,1
16,Teens,Female,Tv,Rural,4.84,True,1
10,Pre-teens,Female,Tv,Rural,1.31,False,1
8,Kids,Female,Smartphone,Urban,1.88,False,1
11,Pre-teens,Male,Smartphone,Urban,3.65,True,1
16,Teens,Male,Tablet,Urban,3.64,True,1
11,Pre-teens,Male,Smartphone,Urban,4.95,True,1
9,Pre-teens,Male,Smartphone,Urban,4.24,True,1
17,Young Adults,Male,Tv,Rural,4.54,True,1
12,Pre-teens,Female,Laptop,Rural,4.6,True,1
10,Pre-teens,Female,Tablet,Rural,0.36,False,1
16,Teens,Female,Smartphone,Rural,6.72,True,1
11,Pre-teens,Female,Tablet,Urban,6.86,True,1
13,Teens,Male,Tv,Rural,3.83,True,1
9,Pre-teens,Male,Tablet,Rural,5.75,True,1
